EndDate,IPAddress,Duration in minutes,Q1,Q2,Regions,Region.North,Region.Delta,Region.Central,Region.South,"Counties with ""multiple""",Q5_19_TEXT,Q3_1,Acre Ranges,Q3_2,Q4_1,Q4_2,,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q11_2,Water Source,Q16_4_TEXT,Highest/Lowest Price,Highest Price,Pricex100,,Lowest Price,Water +CC Comments,Q12,Q13,Q14,Q15,Q16,Q17,PPH Comments,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19_1,Q19_2,Q19_3,Q20,Q21,AB Bee BMP Comments,Q22,Q23,Certification Comments,Q24,Q25,Who Supplied Bees,Q40_6_TEXT,Q26_1,Q26_2,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Pollination Comments,Q31,Q32,Q52,Q40_6_TEXT - Parent Topics,Q40_6_TEXT - Sentiment Polarity
1/27/20 17:05,52.129.41.4,9.13,Owner/operator of almond orchard(s),Solano,Delta,0,1,0,0,Solano,,397,Large,0,51,346,TRUE,"Independent PCA (not affiliated with an agricultural retailer),Beekeeper,Bee broker",No,,,No,"Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",,Groundwater,,Not Applicable,,,,,"In our area, the validity of cover crops having an effect on bee health DURING OR BEFORE almond pollination is highly questionable, as most cover crops grown for this purpose (mustard) bloom long after almond pollination is complete. That is, at least where we are. ",Yes,<1%,Somewhat Satisfied,NA,"Labor to plant and maintain it,Effort/time to manage it",None of these are incentives,,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,"Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night,Safety issues involved in making nighttime applications",We already practice most or all of the Bee BMPs,,Moderate interest,"Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies",,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,200,8,Too expensive,Very satisfied,,Strong concern,Moderate concern,Not a concern,Not a concern,Not a concern,,25-34 years old,Male,,,
1/27/20 17:47,212.103.49.126,4.4,"Owner, not responsible for day-to-day management",Merced,Central,0,0,1,0,Merced,,88,Medium,10,98,0,TRUE,Farm manager,No,,,Not sure,"Availability of water,Expense of water","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",,Groundwater,,Highest Price,50,5000,,,,Not sure,,,No,"Expense of water,Availability of water",Decreased rental fee for managed bee colonies,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Usually,Usually,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered)","The ability to attract high-quality beekeepers for almond bloom,Decreased rental fee for managed bee colonies",,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Ability to make marketing claims with a bee-friendly label,Supporting native pollinators",,We supplied all of our own bee pollination,,,,,,,,Inexpensive,Moderate concern,Moderate concern,Moderate concern,Moderate concern,Not a concern,,25-34 years old,Male,,,
1/27/20 17:47,208.91.4.233,10.7,Owner/operator of almond orchard(s),Solano,Delta,0,1,0,0,Solano,,227,Large,85,0,312,TRUE,"Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,Directly from seed company,Somewhat Satisfied,NA,"Effort/time to manage it,Limited time for planting due to competing operations,Physical interference with operations",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",A combination of surface water and groundwater,,"Highest Price,Lowest Price",150,15000,,35,,No,,,No,"Lack of available land,Labor to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations","Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Never,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"Increasing the strength of bee colonies during bloom,We already practice most or all of the Bee BMPs",,Moderate interest,"Increasing the strength of bee colonies during bloom,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,190,,A fair price,Very satisfied,,Moderate concern,Strong concern,Moderate concern,Moderate concern,Strong concern,,45-54 years old,Male,,,
1/27/20 18:03,74.112.197.149,11.92,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,200,Medium,100,200,100,TRUE,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Beekeeper",No,,,Not sure,"Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,No,,,Not sure,"Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,The amount of ground your operation's applicator can cover in the late afternoon or at night,"Increasing the strength of bee colonies during bloom,We already practice most or all of the Bee BMPs",,No interest,Prefer not to answer,,We rented all our bees,"California, but not a neighboring county,Out of state",Contracted beekeeper,,170,8,Too expensive,Very satisfied,,Strong concern,Moderate concern,Moderate concern,Strong concern,Moderate concern,,45-54 years old,Female,,,
1/27/20 19:11,146.0.42.44,4.05,Farm manager (not owner),Kings,South,0,0,0,1,Kings,,12,Small,0,12,0,TRUE,Owner of the almond orchard(s),Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,NA,"Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies",A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,No,,,No,"Lack of available land,Physical interference with operations",None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Labor costs to avoid tank-mixing insecticides with fungicides during bloom","Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Strong interest,"Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,Our orchards were not mature enough for bee pollination,,,,,,,,Inexpensive,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,,35-44 years old,Male,,,
1/27/20 19:57,192.182.85.5,21.42,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,200,Medium,150,350,0,TRUE,Owner of the almond orchard(s),Yes,Directly from seed company,Not Satisfied,NA,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage,Limited time for planting due to competing operations,Physical interference with operations",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",A combination of surface water and groundwater,,Highest Price,60,6000,,,,No,,,No,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations,Expense of water,Availability of water,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents),Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Supporting native pollinators",,Never,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Labor costs to avoid tank-mixing insecticides with fungicides during bloom,Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night,Safety issues involved in making nighttime applications",None of these are incentives,,No interest,None of these are incentives,,Prefer not to answer,Prefer not to answer,Prefer not to answer,,0,N/A,Prefer not to answer,Prefer not to answer,,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,,55-64 years old,Male,,,
1/27/20 20:23,85.93.91.23,4.53,Farm manager (not owner),Tehama,North,1,0,0,0,Tehama,,5,Small,0,0,0,TRUE,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",Yes,"Private cost-share program (e.g., Seeds for Bees)",Not Satisfied,NA,"Availability of water,Expense of water",,"Private cost-share program that covered the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",Surface water,,Not sure/prefer not to answer,,,,,,No,,,Not sure,Lack of information about how to grow permanent pollinator habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Labor costs to avoid tank-mixing insecticides with fungicides during bloom,Limited communication with contracted beekeeper/s during bloom",None of these are incentives,,Moderate interest,"Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,Prefer not to answer,"California, but not a neighboring county",Contracted beekeeper,,195,9,Inexpensive,Very satisfied,,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,,45-54 years old,Male,,,
1/27/20 21:00,67.204.58.101,13.07,Owner/operator of almond orchard(s),Merced,Central,0,0,1,0,Merced,,15,Small,0,15,0,TRUE,Affiliated PCA (with an agricultural retailer),No,,,Not sure,Effort/time to manage it,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",,A combination of surface water and groundwater,,Highest Price,60,6000,,,,No,,,Not sure,We have no concerns about permanent habitat,"Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Never,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Moderate interest,Decreased rental fee for managed bee colonies,,We rented all our bees,"California, but not a neighboring county",Bee broker,,185,7,Too expensive,Somewhat satisfied,,Strong concern,Moderate concern,Moderate concern,Not a concern,Moderate concern,,45-54 years old,Male,,,
1/27/20 23:27,207.177.184.197,72.12,Owner/operator of almond orchard(s),Fresno,South,0,0,0,1,Fresno,,80,Medium,20,1000,0,TRUE,Beekeeper,No,,,No,"Labor to grow/maintain it,Limited time for planting due to competing operations,Physical interference with operations","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Highest Price,N/A,.,,,Cover crop may interfere with winter sanitation practice ,No,,,Not sure,"Lack of available land,Effort/time to manage it",None of these are incentives,,Always,Always,Always,Always,Always,Always,Effort made,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Strong interest,A cost-share program that would cover some of the costs of meeting the certification standards,,We rented all our bees,Out of state,Contracted beekeeper,,200,140,Too expensive,Very satisfied,,Strong concern,Strong concern,Moderate concern,Not a concern,Moderate concern,,55-64 years old,Female,,,
1/28/20 8:49,199.187.232.76,13.97,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,180,Medium,30,210,0,TRUE,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",No,,,Not sure,"Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)",,Surface water,,"Highest Price,Lowest Price",3,300,,2,,No,,,No,"Lack of available land,Physical interference with operations,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Moderate interest,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label",,We rented all our bees,Out of state,Contracted beekeeper,,150,9,A fair price,Very satisfied,,Moderate concern,Moderate concern,Moderate concern,Strong concern,Moderate concern,,35-44 years old,Male,,,
1/28/20 12:03,69.80.243.171,14.73,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,33.9,Small,3.5,37.4,0,TRUE,"Owner of the almond orchard(s),Independent PCA (not affiliated with an agricultural retailer)",No,,,Yes,We have no concerns about cover crops,"Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom",,Surface water,,Highest Price,65.5,6550,,,,No,,,Yes,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Sometimes,Always,Always,Always,Sometimes,Always,Effort made,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Labor costs to avoid tank-mixing insecticides with fungicides during bloom,Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night","The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Moderate interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Out of state,Bee broker,,210,4,Too expensive,Somewhat satisfied,,Strong concern,Moderate concern,Strong concern,Moderate concern,Moderate concern,,45-54 years old,Female,,,
1/28/20 12:09,184.53.49.109,11.37,Farm manager (not owner),Yolo,Delta,0,1,0,0,Yolo,,1113,Large,895,2008,0,TRUE,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Bee broker",No,,,Yes,"Effort/time to manage it,Increased risk of frost damage,Limited time for planting due to competing operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Highest Price,26,2600,,,,Yes,<1%,Somewhat Satisfied,NA,"Effort/time to manage it,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",,Sometimes,Always,Always,Sometimes,Always,Always,Always,Usually,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Price premium from handler/processor/distributer",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,"Contracted beekeeper,Bee broker",,185,5,Too expensive,Somewhat satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,45-54 years old,Male,,,
1/28/20 15:22,62.210.109.121,4.2,Owner/operator of almond orchard(s),Sutter,Delta,0,1,0,0,Sutter,,16,Small,0,0,16,TRUE,"Owner of the almond orchard(s),Farm manager,Pesticide applicator",Yes,PCA/CCA/Crop consultant,Very Satisfied,NA,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Cost of seeds,Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covered the cost of cover crop seeds,Private cost-share program that covered the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",Surface water,,Not sure/prefer not to answer,,,,,,Not sure,,,NA,We have no concerns about permanent habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Moderate interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Out of state,Contracted beekeeper,,185,4,Inexpensive,Unsatisfied,,Not a concern,Not a concern,Not a concern,Not a concern,Not a concern,,55-64 years old,Male,,,
1/28/20 15:26,62.210.109.121,3.18,Owner/operator of almond orchard(s),Merced,Central,0,0,1,0,Merced,,3,Small,1,3,0,TRUE,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer),Affiliated PCA (with an agricultural retailer),Pesticide applicator",No,,,Not sure,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,Surface water,,Highest Price,40,4000,,,,Yes,<1%,Very Satisfied,NA,We have no concerns about permanent habitat,"Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We supplied all of our own bee pollination,,,,,,,,Inexpensive,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,55-64 years old,,,,
1/29/20 8:46,99.45.31.45,5.25,Owner/operator of almond orchard(s),Fresno,South,0,0,0,1,Fresno,,20,Small,0,20,0,TRUE,"Owner of the almond orchard(s),Farm manager",No,,,No,Prefer not to answer,None of these are incentives,,Groundwater,,Not Applicable,,,,,,No,,,No,Lack of available land,Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,Decreased rental fee for managed bee colonies,,Prefer not to answer,A cost-share program that would cover some of the costs of meeting the certification standards,,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,,,Too expensive,Prefer not to answer,,Strong concern,Strong concern,Strong concern,Not a concern,Moderate concern,,35-44 years old,Male,,,
1/29/20 10:15,12.231.197.186,8.48,Owner/operator of almond orchard(s),Fresno,South,0,0,0,1,Fresno,,16.6,Small,0,16.6,0,TRUE,Owner of the almond orchard(s),No,,,No,"Effort/time to manage it,Labor to grow/maintain it,Inadequate soil type for cover crops",Easy/affordable access to equipment needed to plant seeds,,Groundwater,,Not Applicable,,,,,,No,,,No,Prefer not to answer,9,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Effort made,Effort made,Effort made,We had no challenges adopting the Almond Bee BMPs in 2019,"The ability to attract high-quality beekeepers for almond bloom,Decreased rental fee for managed bee colonies",,No interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,300,,Too expensive,Somewhat satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,45-54 years old,Male,,,
1/29/20 11:35,174.222.129.205,27,Owner/operator of almond orchard(s),Fresno,South,0,0,0,1,Fresno,,18,Small,0,20,0,TRUE,Owner of the almond orchard(s),No,,,No,Prefer not to answer,Prefer not to answer,,Other (please describe):,Pump only,Not sure/prefer not to answer,,,,,,Not sure,,,Not sure,Prefer not to answer,9,,Always,Always,Always,Always,Always,Always,Always,Always,Always,Prefer not to answer,Prefer not to answer,,Prefer not to answer,Prefer not to answer,,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,40,N/A,Too expensive,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Moderate concern,We also put bee pollen on our almond trees.,75 years or older,Male,,,
1/29/20 11:48,139.151.192.3,13.03,Owner/operator of almond orchard(s),Merced,Central,0,0,1,0,Merced,,45,Medium,0,45,0,TRUE,Affiliated PCA (with an agricultural retailer),No,,,No,"Incompatibility with irrigation system(s),Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations",None of these are incentives,,Groundwater,,Highest Price,65,6500,,,,No,,,No,"Effort/time to manage it,Incompatibility with irrigation system(s)",None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Moderate interest,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,210,8,Too expensive,Somewhat satisfied,,Strong concern,Strong concern,Strong concern,Moderate concern,Moderate concern,,45-54 years old,Female,,,
1/29/20 12:11,69.80.242.136,19.43,Owner/operator of almond orchard(s),Merced,Central,0,0,1,0,Merced,,20,Small,0,37.5,0,TRUE,"Owner of the almond orchard(s),Independent PCA (not affiliated with an agricultural retailer)",No,,,Not sure,"Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage","Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,Groundwater,,Highest Price,78,7800,,,,No,,,No,"Lack of available land,Labor to plant and maintain it,Cost to plant and maintain it,Physical interference with operations,Lack of information about how to grow permanent pollinator habitat",None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,No interest,"A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Out of state,Contracted beekeeper,,206,8,Too expensive,Very satisfied,,Strong concern,Strong concern,Strong concern,Moderate concern,Moderate concern,,65-74 years old,Male,,,
1/29/20 12:55,12.244.91.118,16.85,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,10,Small,10,20,0,FALSE,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer)",Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,NA,"Incompatibility with irrigation system(s),Increased risk of frost damage,Limited time for planting due to competing operations",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Federal cost-share program that covered the cost of cover crop seeds,Private cost-share program that covered the cost of cover crop seeds,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,No,,,No,"Lack of available land,Physical interference with operations",None of these are incentives,,Sometimes,Always,Always,Always,Always,Always,Usually,Always,Always,"Limited communication with contracted beekeeper/s during bloom,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered)",We already practice most or all of the Bee BMPs,,Moderate interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Out of state,Contracted beekeeper,,180,7,A fair price,Somewhat satisfied,,Moderate concern,Strong concern,Strong concern,Strong concern,Moderate concern,,45-54 years old,Male,,,
1/29/20 13:13,50.73.62.70,25.63,Owner/operator of almond orchard(s),Fresno,South,0,0,0,1,Fresno,,10.5,Small,0,4,28,TRUE,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,NA,"Effort/time to manage it,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Private cost-share program that covered the cost of cover crop seeds",A combination of surface water and groundwater,,Highest Price,55,5500,,,,No,,,No,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Physical interference with operations,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered)","Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Moderate interest,"Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Price premium from handler/processor/distributer",,We rented all our bees,Prefer not to answer,Prefer not to answer,,195,8,Too expensive,Very satisfied,,Strong concern,Moderate concern,Strong concern,Moderate concern,Moderate concern,,45-54 years old,Male,,,
1/29/20 15:55,192.119.160.72,5.57,"Owner, not responsible for day-to-day management",Stanislaus,Central,0,0,1,0,Stanislaus,,60,Medium,5,65,0,TRUE,"Farm manager,Beekeeper",No,,,No,Prefer not to answer,Prefer not to answer,,Groundwater,,Not Applicable,,,,,,No,,,No,Expense of water,None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,Safety issues involved in making nighttime applications,None of these are incentives,,No interest,None of these are incentives,,We rented some bees and supplied some of our own,Near your orchard(s): from the same county or a neighboring county,Bee broker,,200,8,A fair price,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,55-64 years old,Male,,,
