EndDate,IPAddress,Duration (in seconds),Duration (in mins),DistributionChannel,RoleOperation,Regions,Tehama,Butte,Glenn,Colusa,Yuba,Sutter,Yolo,Solano,San Joaquin,Stanislaus,Madera,Merced,Fresno,Kings,Tulare,Kern,Sacramento,TotalYieldBearing,NonYieldBearing,TotalOwn,TotalLease,Pollination_Owner,Pollination_FM,Pollination_IndependentPCA,Pollination_AffiliatedPCA,Pollination_Pesticide,Pollination_Beekeeper,Pollination_BeeBroker,GrownCC,Fed_CostShare,Private_CostShare,SeedCompany,PCA/CCA,CC_Satisfaction,CC_Interest,ConcernCC_WaterAvailability,CC_WaterExpense,CC_IrrigationSystem,CC_EffortTime,CC_Labor,CC_EquipmentCost,CC_EquipmentAvailability,CC_SeedCost,CC_SoilType,CC_FrostDamage,CC_SupportPest,CC_CompetingOperations,CC_PhysicalInterference,CC_NoConcern,CC_PreferNotAnswer,FutureIncentivesCC_AssociatedNonPollination,FutureCC_DecreasedRentalFee,FutureCC_FedCostShare,FutureCC_PrivateCostShare,FutureCC_Equipment,FutureCC_BeeStrength,FutureCC_None,FutureCC_PreferNoAnswer,PastCCIncentives_AssociatedNonPollination,PastCC_DecreasedRentalFee,PastCC_FedCostShare,PastCC_PrivateCostShare,PastCC_Equipment,PastCC_BeeStrength,PastCC_None,PastCC_PreferNoAnswer,Irrigation_Flood,Irrigation_Micro,Irrigation_Solid,Irrigation_Single,Irrigation_Double,Irrigation_PreferNoAnswer,WaterSource,WaterSourceOther,WaterBoxH,WaterBoxL,NotApplicaple,NotSure,HighestWaterPrice,LowWaterPrice,CC_Comments,GrownPPH,PercentPPH,PPHSatisfaction,PPHInterest,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_15,Q24_16,Q25_1,Q25_4,Q25_3,Q25_5,Q25_6,Q25_8,Q25_11,Q26,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29_1,Q29_2,Q29_3,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_10,Q30_11,Q31_1,Q31_2,Q31_3,Q31_4,Q31_9,Q31_6,Q31_8,Q32,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_8,Q35_11,Q35_12,Q36,Q38,Q39_1,Q39_2,Q39_3,Q39_6,Q40_3,Q40_2,Q40_4,Q40_6,Q40_8,Q40_6_TEXT,Q41_4,Q41_5,Q42,Q43,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q46,Q50,Q51,Q52,Q53,Q40_6_TEXT - Parent Topics,Q40_6_TEXT - Sentiment Polarity,Q40_6_TEXT - Sentiment Score,Q40_6_TEXT - Sentiment,Q40_6_TEXT - Topic Sentiment Label,Q40_6_TEXT - Topic Sentiment Score,Q40_6_TEXT - Topics
1/6/20 9:46,216.168.52.14,3910,65.17,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,10,30,0,1,,,,,,,1,,,,1,6,,,,,1,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,1,,3,,,,1,,,,,1,10,5,,,1,1,1,,,,,,1,,,,,,1,1,,1,1,,,provides hiding habitat for gophers and other vertebrates.,10,10,10,10,10,10,3,3,3,,,,,,,1,,,1,1,,1,,,,3,,1,1,1,1,,1,,,,1,,,1,,1,,,,,,205,6.5,3,2,,3,1,2,2,2,,5,2,,1,,,,,,,
1/6/20 12:44,172.58.37.222,481,8.02,anonymous,1,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,50,0,50,0,1,,,,,,1,2,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,1,,1,,,,35,,,1,10,6,,,,,,,,1,,,,,,,,,,,,1,1,,,,10,10,8,8,8,8,2,2,3,1,,,,,,,,,1,1,1,,,,,3,1,1,,,,1,,,,,3,,,,,,,,,,,,,,,3,3,2,3,3,3,,3,1,,1,,,,,,,
1/6/20 14:30,172.58.39.223,271,4.52,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,240,12,210,42,,,,,1,,,1,,,,1,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,2,,1,1,,,40,20,,1,8,5,,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,1,1,,,,,,,4,,1,1,,1,1,1,,,,1,,1,,,1,,,,,,210,8,2,4,,3,3,3,3,3,,3,1,,1,,,,,,,
1/6/20 15:33,172.58.39.223,622,10.37,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,0,76,4,,,,,1,,,1,,,1,,6,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,2,,1,1,,,30,25,,6,,,1,,,,,,1,1,,,,,,,,,1,1,1,1,,,,,8,10,8,10,8,10,2,3,3,1,,1,1,,1,,,1,,1,1,,,,,4,,1,1,,1,1,,,,,2,,,1,,,1,,,,,195,6,2,4,,3,3,2,2,2,,4,1,,1,,,,,,,
1/6/20 16:11,71.145.193.162,1047,17.45,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,300,100,0,400,1,,,1,,1,,2,,,,,,1,,,,1,,,,1,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,1,,3,,,,1,,,,,6,,,8,1,,,1,,1,1,,,,,,,,,,,1,1,,,,,8,10,8,8,7,7,2,3,3,1,1,,,1,,,,,,1,1,,,,,3,,1,1,1,1,1,,,,,1,,1,1,,1,1,,,,,75,8,2,2,,3,3,2,1,1,,2,1,,1,,,,,,,
1/6/20 18:00,172.58.39.132,192,3.2,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,105,0,75,30,,,,,,1,,1,,,1,,5,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,2,,,,1,,,,,6,,,8,,,,,,,1,,,,,,,,,,,1,1,,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,4,,,,,,,1,,,,3,,,,,,,,,,,,,,,2,3,2,2,2,3,,2,1,,1,,,,,,,
1/7/20 9:43,172.58.39.132,348,5.8,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,440,0,440,0,,,1,,,,,1,,1,1,,6,,,,,1,,,,,1,1,1,,1,,,,,,,,,,,,,,,,1,,,1,,,1,1,,3,,1,1,,,60,30,,6,,,2,,,,,,,,,,,,,,,1,,,,1,,,,,8,8,8,10,10,10,2,3,3,,,1,1,,,,,1,,1,1,,,,,3,1,1,,1,,,,,,,2,,1,1,,1,1,,,,,220,8,3,2,,3,3,3,3,1,,4,1,,1,,,,,,,
1/7/20 14:04,172.58.39.132,254,4.23,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,650,25,675,0,,,,,1,,1,2,,,,,,6,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,2,,,,1,,,,,6,,,8,,,,,,,,,,,,,1,,,1,1,,,,,,,10,10,10,10,10,10,3,3,3,,,1,1,,,,,,1,1,1,,,,,3,,,1,1,1,,,,,,1,,,,1,,1,,,,,210,10,2,4,,3,3,3,3,3,,3,1,,1,,,,,,,
1/7/20 19:31,172.58.21.231,364,6.07,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,675,20,645,50,,,,,1,1,,2,,,,,,2,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,,,3,,1,1,,,40,35,,6,,,8,,,,,,,,,,,,,,,1,,,,,,1,,,8,8,8,10,10,10,3,3,2,,,,,,,1,,,,,,1,,,,4,1,1,1,1,1,1,1,,,,1,,,1,,,1,,,,,200,8,2,4,,3,2,3,3,2,,3,1,,1,,,,,,,
1/7/20 22:34,69.80.252.235,650,10.83,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9,1,10,0,,,,,,1,,2,,,,,,6,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,3,,,,,1,,,,6,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,8,10,10,8,8,10,3,2,3,,,,,,,,1,,,,,,,1,,4,1,1,,,1,,1,,,,3,,,,,,,,,,,,,,,2,1,3,2,3,3,,4,1,,1,,,,,,,
1/8/20 20:08,162.227.20.43,639,10.65,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,120,20,140,10,,,,,,1,,1,,,1,,6,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,1,,,,,,2,,1,1,,,45,25,,6,,,8,,,,,1,1,,,,,,,1,,,,1,1,1,,,,,10,8,10,10,10,10,3,3,3,1,1,,1,1,,,,1,1,,1,1,,,,1,1,1,,,1,1,1,,,,1,,1,,,1,,,,,,200,8,2,4,,3,3,3,3,3,,2,1,,1,,,,,,,
1/9/20 10:18,12.250.174.186,1065,17.75,qr,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16,4,23.8,0,1,,,1,,,,2,,,,,,2,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,6,,,2,1,,1,1,,,,,,,,,,,,1,1,1,,,,,,10,7,7,10,10,10,3,3,3,,,,1,,,,,,,1,1,1,,,,4,1,1,1,1,,1,,,,,1,,,1,,1,,,,,,175,8,3,4,,3,3,3,3,2,,4,1,,1,,,,,,,
1/11/20 0:29,69.80.252.65,2367,39.45,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,150,50,200,0,,,1,,,1,,2,,,,,,1,,,,,,,,,,1,1,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,2,,,,1,,,,Will covercrop blossoms compete for bee visits?,6,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,1,1,1,1,1,,,"Bee BMPs.are a no braIner-happy bees work harder...which in turn produce more honey which makes beekeeper happy, plus more benefits. We try to be as ""au natural"" as possible",3,,1,1,,,,,,,,1,,,1,,1,,,,,,190,6,3,4,,3,3,3,3,3,,6,1,"Beekeepers take advantage of almond growers, we build strength of colonies, take best care while bees are here, . Most years beekeeper splits hives when they leave my.ranch, making 2 hives from one, then go to other crops where they charge greatly reduced rental fees",1,,,,,,,
1/11/20 15:46,172.58.39.195,2735,45.58,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,6,26,0,1,,,,,1,,1,,1,,,4,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,1,,2,,,,1,,,,,6,,,2,,,1,,,1,1,,,,,,,,,,,,,,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,1,,,,,,,,1,,,3,,,,,,,,,,,,,,,2,3,3,3,3,3,,5,2,,1,,,,,,,
1/11/20 18:11,172.58.39.240,434,7.23,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,270,40,230,80,1,,,,,,,2,,,,,,6,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,7,,,1,,,1,1,,,,,,,,,,,,1,1,1,1,1,,,,8,10,8,8,10,10,2,3,3,,,1,1,1,,,,1,,1,1,,,,,3,1,1,1,1,1,1,1,,,,1,,1,,,,1,,,,,190,8-Jun,2,1,,2,3,3,2,1,,3,1,,1,,,,,,,
1/13/20 14:38,172.58.37.168,1433,23.88,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,880,60,940,0,,,,,,,1,2,,,,,,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,1,,,,,7,,,2,,,1,,,,,,,,,,,,,,,1,1,,,,,10,10,10,10,10,10,2,3,3,1,,,,1,,,,1,1,1,,,,,,4,,,,,,,,,1,,1,,,1,,,1,,,,,185,6,3,4,,2,2,2,2,2,,4,1,,1,,,,,,,
1/13/20 16:00,107.140.32.228,517,8.62,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,48,4,210,0,1,,,,,,,1,,1,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,1,,2,,1,,,,325,,,1,8,5,,,,,,,,,,1,1,,,,,,,1,,1,,,,,7,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,4,,1,,,,1,,,,,3,,,,,,,,,,,,,,,1,2,3,3,3,1,,3,1,,1,,,,,,,
1/13/20 23:30,162.227.20.43,1104,18.4,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,130,30,160,20,,,,,,1,,2,,,,,,2,,1,,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,3,,1,1,,,40,25,,6,,,2,,,,,,,,,,,,,,1,,1,,1,,,,,,8,10,10,8,8,10,3,3,3,,,1,,,1,,,1,,1,1,,,,,1,1,1,,1,,,,,,,2,1,,,,1,,,,,,210,9,2,4,,1,3,3,3,2,,3,1,,1,,,,,,,
1/14/20 9:15,64.203.119.117,759,12.65,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,305,0,305,0,1,,,1,,,,1,,1,,,6,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,,,1,,1,,,1,,,,1,,3,,1,,,,68,,,6,,,8,1,1,1,1,,1,,,,,1,,,,,1,,,1,,,,,8,10,10,10,10,10,2,2,3,,,,1,1,,,,1,,1,1,,,,,4,1,1,1,1,,1,1,,,,1,,1,,,1,,,,,,190,8,3,4,,3,3,3,3,2,,4,1,,1,,,,,,,
1/14/20 10:17,206.169.140.73,1338,22.3,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18,1,20,0,1,,,,,,,2,,,,,,6,,,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,1,,,,,3,,,,,1,,,Proper  Timing Between all other work in the field.,6,,,8,1,,,,,,,,,,,,,,,,,,1,,,,,8,10,10,10,10,8,3,3,3,,,,,,,1,,,,,1,1,,,,3,,1,1,1,,1,,,,,1,1,,,,1,,,,,,185,4,3,2,,2,2,2,2,1,,7,1,Now that I am this side of 100 I am finding it harder to farm with efficiency.,1,,,,,,,
1/14/20 10:34,208.74.111.242,1255,20.92,anonymous,2,North,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.4,19.4,0,1,,,,,,,1,,1,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,1,,,,2,,,,,1,,,"Because this is a young orchard (2020 will be our first harvest) when I tilled the ground to plant the cover crop, I had a lot of weeds and grass come up. (This land was in hay prior to our planting almonds.) The clovers seem to be doing well but now I have more weeds to contend with.  Hopefully, as the years go by, our weed problems will diminish.",1,8,5,,1,,,,,,,,1,,,,,,,1,1,,1,,,,I planted wild flowers around the perimeter of the orchard where possible and they are coming up but I'm not sure how they will do as it warms up.  I have no way of watering most of it.,7,10,10,10,10,10,3,3,3,,,,,,,1,,,,1,1,1,,,"We didn't spray during bloom last year because our trees were only 2 and I removed blossoms when I pruned.  Whenever we do spray, If there is a puddle in the orchard when we spray, we turn off nozzles so we don't contaminate the water.  Our dogs drink in puddles as well as the bees.",3,,1,1,1,,1,1,,,,6,,,,,,,,,,,,,,,2,3,3,3,3,3,I am planning on purchasing a few hives of my own to at least assist in pollinating our orchard.  ,5,2,"I'd like to let you know how much I appreciate all of the information available to growers on the UCDavis website.  I receive and read all of the information I can.  As a small grower new to farming almonds, UCDavis has been a huge resource for me.  Thank you",1,,,,,,,
1/14/20 12:04,172.58.78.142,1254,20.9,anonymous,1,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,370,15,300,95,,,,,1,,,1,,,1,,6,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,1,,,1,,,,,,1,,1,1,,,65,45,,6,,,2,,,1,1,,,,,,,,,,,,,,,,,1,,,10,8,8,10,10,10,3,3,3,,,,,,,1,,,,1,1,1,,,,4,,1,1,1,,1,1,,,,2,,1,1,,1,,,,,,200,9,2,4,,3,3,3,3,3,,4,1,,1,,,,,,,
1/14/20 14:23,174.222.138.160,832,13.87,anonymous,2,North,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,45,115,0,1,,,,,,,1,,1,,,5,,1,1,,1,1,1,,1,,1,1,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,2,,,,,1,,,,6,,,1,,1,1,1,,,,1,1,,1,,1,,,1,,,,,,,,8,10,10,8,10,8,3,3,3,1,,,,,,,,,,,,1,,,,6,,,,,,,,,1,,3,,,,,,,,,,,,,,,,2,1,1,2,1,,5,6,,1,,,,,,,
1/14/20 16:10,76.125.48.158,1216,20.27,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,4,29,0,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,1,1,,,,,3,,1,,,,200,,,1,9,6,,,1,,,,,,,,,,,,,,,,,,1,,,,10,10,10,8,8,8,3,3,3,,,,,,,1,,,1,1,,1,,,,4,,,,,1,1,1,,,,6,,,,,,,,,,,,,,,,2,3,3,2,3,,5,1,,1,,,,,,,
1/14/20 16:47,172.58.21.103,297,4.95,anonymous,3,Delta,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60,5,65,0,,,,,,1,,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,3,,,,1,,,,,7,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,8,8,8,10,10,10,3,3,3,1,,,,1,1,,,1,1,,,,,,,4,1,,1,,,1,,,,,1,1,,,,,,1,,,,165,6,1,2,,3,3,3,3,3,,5,1,,1,,,,,,,
1/14/20 16:51,63.207.225.6,2454,40.9,anonymous,2,North,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,20,0,1,,,,,1,,2,,,,,,6,,,,,1,1,1,1,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,,,,,2,,,,,1,,,"Farm practices are not sustainable. Farmers should not strive to keep their ground grass free. I allow the grass to over grow in my orchard. This allows native flowers to grow witch provide a temporarily habitat for the bees. I only spray what is necessary. This practice saves me money, maintains soil health.  ",6,,,8,,1,1,1,,,,,,,,,,,,1,1,,1,,,,"Famers need to change their farming practices. We need to adopt more bee friendly practices. With the lack of bee habitats after the bloom, it is difficult to maintain healthy be hives. ",10,10,10,10,7,10,2,3,3,,,,,,,,1,,,,,1,,,,1,,,,,,,,1,,,3,,,,,,,,,,,,,,,2,3,3,2,2,2,,2,1,,2,,,,,,,
1/14/20 17:55,172.58.21.103,446,7.43,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,8,4,,,,,,,1,1,,1,,,6,,1,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,2,,1,1,,,30,15,,6,,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,8,10,10,10,8,10,3,2,3,,,,1,1,,,,,1,1,,,,,,3,,1,1,1,,1,,,,,1,1,,,,,1,,,,,180,8,2,4,,3,3,3,3,3,,2,2,,1,,,,,,,
1/14/20 21:43,216.84.206.169,1690,28.17,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,90,7,97,0,1,,,1,1,,,2,,,,,,6,,,,,,,,,,1,1,1,1,,,,,,,,,1,,,,,,,,,,1,,,,,,3,,1,1,,,40,36,Flood irrigation helps in aquifer recharge.,6,,,2,,,,,1,1,,,,1,1,1,1,,,,,,,,1,,,7,10,10,8,7,7,3,3,3,,,,,,,1,,1,,1,1,1,,,,3,1,1,1,1,,,,,,,1,,,1,,1,,,,,,180,8 frame,2,4,,3,3,3,2,2,,6,1,,1,,,,,,,
1/15/20 10:09,74.93.179.178,800,13.33,anonymous,1,North,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,24,0,,1,,,,,,2,,,,,,6,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,2,,1,,,,50,,,6,,,2,1,,,,,,,,,,,,,,,,,,,,1,,,7,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,3,,,,1,1,1,,,,,1,1,,,,1,,,,,,180,8,3,4,,3,1,2,1,1,,6,1,,2,,,,,,,
1/15/20 11:21,162.222.28.10,1576,26.27,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,1,13,0,1,,,,,,,2,,,,,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,4,Canal,1,,,,40,,,6,,,2,,,,,,1,,,,,,,,,,,,,,,1,,,7,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,1,,,,1,,,,,,,1,,1,,,1,,,,,,70,6,3,2,,2,2,2,1,1,,5,1,,1,,,,,,,
1/15/20 11:28,108.160.74.254,3442,57.37,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,900,300,1200,0,1,,,,,,,2,,,,,,6,1,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,2,,1,,,,125,,Our farm operated as non-till for years. We flood irrigated and mowed the middles as needed. When we installed double line drip irrigation we started having problems with rodent control gophers field mice squirrels possum that eat the drip line. Repairs required so much time and labor plus  inefficient irrigation that we went to clean middles. No ground cover at all. It has helped control the rodents. Not so many leaks in the drip line saved a lot of time and water. I'm for cover crops no till middles I need to figure out a solution to the rodent problem. We have 1 employee dedicated to rodent control year round plus 2 more repairing leaks.,6,,,2,,,,,1,,,,,,1,,1,,,,,,1,1,,,We are dealing with a lot of rodents that eat the drip line. I don't want to provide a safe habitat for them.,10,10,10,10,8,8,3,3,3,1,1,,1,,1,,,,,,,1,,,,3,,,,,1,,1,,,,1,,,1,,,1,,,,,190,8,3,4,,3,3,3,3,3,,6,1,,2,,,,,,,
1/15/20 11:37,172.58.23.178,454,7.57,anonymous,1,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57,9,2,64,,,,,,1,,2,,,,,,6,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,2,,,,1,,,,,7,,,1,,,,,,,1,,,,,,,,,1,1,1,1,1,,,,7,10,10,8,8,8,2,2,3,,,1,1,,1,,,1,1,1,1,1,,,,3,1,1,1,1,1,1,1,,,,6,,,,,,,,,,,,,,,3,3,3,3,3,3,,1,1,,1,,,,,,,
1/15/20 17:59,172.58.36.56,475,7.92,anonymous,3,North,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,50,900,0,,,,,1,,,1,,,1,,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,2,,1,,,,50,,,1,10,5,,,,,,,,,,,,,,,1,,,,,,,1,,,8,10,10,10,10,10,2,3,2,,,,,,,1,,,1,1,1,,,,,1,1,1,,1,,,,,,,1,,,1,,1,,,,,,195,6,1,4,,3,3,2,2,2,,3,1,,1,,,,,,,
1/15/20 19:57,172.58.36.56,175,2.92,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,60,2,62,0,,,,,1,,,2,,,,,,6,,,,,,,,,1,1,1,1,1,,,1,1,,1,1,1,,,,,,,,,,,,,,1,,,2,,1,1,,,40,35,,6,,,1,,,1,,1,,,,,,,,1,,,1,1,,1,,,,,10,10,7,10,10,10,3,3,3,1,,,1,1,1,,,1,1,,,,,,,4,1,1,,,1,1,1,,,,2,,1,,,,,1,,,,180,8,2,2,,3,2,2,3,2,,3,2,,1,,,,,,,
1/16/20 8:32,148.59.208.71,556,9.27,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16,4,20,0,1,,,,,,,2,,,,,,6,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,,,,1,9,5,,,1,,,,,,,,,,,,,,,,1,,,,,,8,10,10,10,10,7,2,3,3,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,,,1,1,,,,1,,,,,,,,2,4,,3,3,3,3,3,,4,2,,1,,,,,,,
1/16/20 15:46,38.102.45.33,1622,27.03,anonymous,3,Delta,,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,15,0,,1,,1,,1,,1,,,1,,6,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,1,,,,,2,,,,,1,,,,6,,,1,,1,1,1,,,,,,,,,1,,,1,1,1,1,1,,,,10,10,10,10,10,10,2,3,3,,,,1,,,,,1,1,1,1,1,,,,4,1,1,1,1,1,1,1,,,,6,,,,,,,,,,,,,,,2,2,3,2,2,3,,1,1,,1,,,,,,,
1/16/20 17:57,38.102.45.33,700,11.67,anonymous,3,Delta,,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,15,,1,,1,,,,1,,,1,,6,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,2,,,,,1,,,,6,,,1,,,,1,,,,,,,,,1,,,1,1,1,1,1,,,,10,10,10,8,10,10,1,3,3,,,,1,,,,,1,1,1,1,1,,,,4,1,1,1,1,1,1,1,,,,6,,,,,,,,,,,,,,,3,2,1,2,2,2,,2,1,,1,,,,,,,
1/18/20 11:35,104.254.101.29,616,10.27,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,900,100,400,600,1,,,1,,1,,1,,1,,,5,,1,,1,1,,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,1,1,,1,,3,,1,1,,,230,50,,1,9,4,,,1,1,,,1,,,,,1,,,,,1,1,,1,,,,,8,10,10,10,10,10,3,3,3,1,,,1,1,1,,,1,1,1,1,,,,,3,,1,1,1,,1,,,,,1,,1,1,,1,,,,,,190,8,2,2,,3,2,2,3,2,,2,1,,1,,,,,,,
